question,answer,p_answer,type,length,difficulty,latency,word,source,target,p_answer_clean,answer_clean,exact,cfm,Model,raw_response,annotated_question,edit_type
Remove 'w' after 's' in 'saddlewise'.,saddleise,saddleise,remove,10,4,,saddlewise,s,w,saddleise,saddleise,True,1.0,Final,"{
  ""p_answer"": ""saddle ise""
}",Remove 'w' after 's' in saddle w ise.,remove
Remove 'e' after 'i' in 'lei'.,li,li,remove,3,1,,lei,i,e,li,li,True,1.0,Final,"{
  ""p_answer"": ""li""
}",Remove 'e' after 'i' in l e i.,remove
Remove 'i' after 'e' in 'ire'.,re,er,remove,3,1,,ire,e,i,er,re,False,0.0,Final,"{
  ""p_answer"": ""er""
}",Remove 'i' after 'e' in  i re.,remove
Remove 'm' after 'i' in 'gristmill'.,gristill,gristill,remove,9,3,,gristmill,i,m,gristill,gristill,True,1.0,Final,"{
  ""p_answer"": ""grist ill""
}",Remove 'm' after 'i' in grist m ill.,remove
Remove 'e' after 'o' in 'dogshore'.,dogshor,dogshor,remove,8,2,,dogshore,o,e,dogshor,dogshor,True,1.0,Final,"{
  ""p_answer"": ""dogshor ""
}",Remove 'e' after 'o' in dogshor e .,remove
Remove 'o' after 'd' in 'estado'.,estad,statd,remove,6,3,,estado,d,o,statd,estad,False,0.6,Final,"{
  ""p_answer"": ""statd ""
}",Remove 'o' after 'd' in estad o .,remove
Remove 'm' after 'n' in 'thermoregulation'.,theroregulation,theroregulation,remove,16,4,,thermoregulation,n,m,theroregulation,theroregulation,True,1.0,Final,"{
  ""p_answer"": ""ther oregulation""
}",Remove 'm' after 'n' in ther m oregulation.,remove
Remove 'o' after 'u' in 'mou'.,mu,mu,remove,3,1,,mou,u,o,mu,mu,True,1.0,Final,"{
  ""p_answer"": ""mu""
}",Remove 'o' after 'u' in m o u.,remove
Remove 'a' after 'l' in 'supralegal'.,suprlegl,suprlegl,remove,10,2,,supralegal,l,a,suprlegl,suprlegl,True,1.0,Final,"{
  ""p_answer"": ""supr leg l""
}",Remove 'a' after 'l' in supr a leg a l.,remove
Remove 'f' after 'i' in 'agnification'.,agniication,agnication,remove,12,4,,agnification,i,f,agnication,agniication,False,0.9090909090909091,Final,"{
  ""p_answer"": ""agni cation""
}",Remove 'f' after 'i' in agni f ication.,remove
Remove 'e' after 'u' in 'ure'.,ur,uru,remove,3,1,,ure,u,e,uru,ur,False,0.6666666666666667,Final,"{
  ""p_answer"": ""uru ""
}",Remove 'e' after 'u' in ur e .,remove
Remove 'e' after 'o' in 'gregarious'.,grgarious,grogarious,remove,10,2,,gregarious,o,e,grogarious,grgarious,False,0.9,Final,"{
  ""p_answer"": ""gr o garious""
}",Remove 'e' after 'o' in gr e garious.,remove
Remove 'e' after 'c' in 'cornule'.,cornul,cornul,remove,7,3,,cornule,c,e,cornul,cornul,True,1.0,Final,"{
  ""p_answer"": ""cornul ""
}",Remove 'e' after 'c' in cornul e .,remove
Remove 'n' after 'h' in 'sphinxian'.,sphixian,sphixia,remove,9,4,,sphinxian,h,n,sphixia,sphixian,False,0.875,Final,"{
  ""p_answer"": ""sphi xia ""
}",Remove 'n' after 'h' in sphi n xia n .,remove
Remove 'm' after 'i' in 'prototitanium'.,prototitaniu,prototitani,remove,13,4,,prototitanium,i,m,prototitani,prototitaniu,False,0.9166666666666666,Final,"{
  ""p_answer"": ""prototitani""
}",Remove 'm' after 'i' in prototitaniu m .,remove
Remove 'n' after 'r' in 'facinorousness'.,facinorousess,faciorousess,remove,14,4,,facinorousness,r,n,faciorousess,facinorousess,False,0.9230769230769231,Final,"{
  ""p_answer"": ""faci orous ess""
}",Remove 'n' after 'r' in faci n orous n ess.,remove
Remove 'o' after 'u' in 'mou'.,mu,mu,remove,3,1,,mou,u,o,mu,mu,True,1.0,Final,"{
  ""p_answer"": ""mu""
}",Remove 'o' after 'u' in m o u.,remove
Remove 'u' after 'e' in 'locellus'.,locells,locells,remove,8,2,,locellus,e,u,locells,locells,True,1.0,Final,"{
  ""p_answer"": ""locell s""
}",Remove 'u' after 'e' in locell u s.,remove
Remove 'o' after 'e' in 'obe'.,be,be,remove,3,1,,obe,e,o,be,be,True,1.0,Final,"{
  ""p_answer"": ""b e""
}",Remove 'o' after 'e' in  o be.,remove
Remove 's' after 'i' in 'televisor'.,televior,televior,remove,9,2,,televisor,i,s,televior,televior,True,1.0,Final,"{
  ""p_answer"": ""televi or""
}",Remove 's' after 'i' in televi s or.,remove
Remove 'i' after 'o' in 'autobiographically'.,autobographcally,autobographcally,remove,18,3,,autobiographically,o,i,autobographcally,autobographcally,True,1.0,Final,"{
  ""p_answer"": ""autobographcally""
}",Remove 'i' after 'o' in autob i ograph i cally.,remove
Remove 'e' after 'a' in 'rulander'.,rulandr,rulandr,remove,8,2,,rulander,a,e,rulandr,rulandr,True,1.0,Final,"{
  ""p_answer"": ""ruland r""
}",Remove 'e' after 'a' in ruland e r.,remove
Remove 't' after 's' in 'diarist'.,diaris,dias,remove,7,2,,diarist,s,t,dias,diaris,False,0.6666666666666667,Final,"{
  ""p_answer"": ""dias ""
}",Remove 't' after 's' in diaris t .,remove
Remove 'e' after 'i' in 'lei'.,li,li,remove,3,1,,lei,i,e,li,li,True,1.0,Final,"{
  ""p_answer"": ""li""
}",Remove 'e' after 'i' in l e i.,remove
Remove 'e' after 'o' in 'doe'.,do,do,remove,3,1,,doe,o,e,do,do,True,1.0,Final,"{
  ""p_answer"": ""do ""
}",Remove 'e' after 'o' in do e .,remove
Remove 'c' after 'i' in 'picene'.,piene,pine,remove,6,3,,picene,i,c,pine,piene,False,0.8,Final,"{
  ""p_answer"": ""pi ne""
}",Remove 'c' after 'i' in pi c ene.,remove
Remove 'o' after 'e' in 'bristlewort'.,bristlewrt,bristlewrt,remove,11,2,,bristlewort,e,o,bristlewrt,bristlewrt,True,1.0,Final,"{
  ""p_answer"": ""bristlew r t""
}",Remove 'o' after 'e' in bristlew o rt.,remove
Remove 'e' after 'u' in 'ule'.,ul,ul,remove,3,1,,ule,u,e,ul,ul,True,1.0,Final,"{
  ""p_answer"": ""ul ""
}",Remove 'e' after 'u' in ul e .,remove
Remove 'm' after 'r' in 'neorama'.,neoraa,neora,remove,7,4,,neorama,r,m,neora,neoraa,False,0.8333333333333334,Final,"{
  ""p_answer"": ""neora ""
}",Remove 'm' after 'r' in neora m a.,remove
Remove 'o' after 'a' in 'loa'.,la,la,remove,3,1,,loa,a,o,la,la,True,1.0,Final,"{
  ""p_answer"": ""l a""
}",Remove 'o' after 'a' in l o a.,remove
Remove 'o' after 'e' in 'prezone'.,prezne,prezne,remove,7,2,,prezone,e,o,prezne,prezne,True,1.0,Final,"{
  ""p_answer"": ""prez ne""
}",Remove 'o' after 'e' in prez o ne.,remove
Remove 's' after 'e' in 'unsisterliness'.,unsisterline,unelinerline,remove,14,3,,unsisterliness,e,s,unelinerline,unsisterline,False,0.6666666666666667,Final,"{
  ""p_answer"": ""une l i nerline""
}",Remove 's' after 'e' in un s i s terline s  s .,remove
Remove 'c' after 'l' in 'radiotelegraphic'.,radiotelegraphi,radiotelegraphi,remove,16,4,,radiotelegraphic,l,c,radiotelegraphi,radiotelegraphi,True,1.0,Final,"{
  ""p_answer"": ""radiotelegraphi ""
}",Remove 'c' after 'l' in radiotelegraphi c .,remove
Remove 'n' after 'e' in 'sternness'.,steress,steress,remove,9,2,,sternness,e,n,steress,steress,True,1.0,Final,"{
  ""p_answer"": ""ster ess""
}",Remove 'n' after 'e' in ster n  n ess.,remove
Remove 'n' after 'e' in 'ponderingly'.,ponderigly,poderigly,remove,11,3,,ponderingly,e,n,poderigly,ponderigly,False,0.9,Final,"{
  ""p_answer"": ""po deri gly""
}",Remove 'n' after 'e' in po n deri n gly.,remove
Remove 'a' after 'o' in 'ona'.,on,on,remove,3,1,,ona,o,a,on,on,True,1.0,Final,"{
  ""p_answer"": ""on ""
}",Remove 'a' after 'o' in on a .,remove
Remove 'u' after 'e' in 'ume'.,me,me,remove,3,1,,ume,e,u,me,me,True,1.0,Final,"{
  ""p_answer"": ""me""
}",Remove 'u' after 'e' in  u me.,remove
Remove 'd' after 'i' in 'merlucciidae'.,merlucciiae,merluciiae,remove,12,4,,merlucciidae,i,d,merluciiae,merlucciiae,False,0.9090909090909091,Final,"{
  ""p_answer"": ""merlucii ae""
}",Remove 'd' after 'i' in merluccii d ae.,remove
Remove 'g' after 'i' in 'versemongering'.,versemongerin,versemonerin,remove,14,4,,versemongering,i,g,versemonerin,versemongerin,False,0.9230769230769231,Final,"{
  ""p_answer"": ""versemon e rin ""
}",Remove 'g' after 'i' in versemon g erin g .,remove
Remove 'a' after 'i' in 'elastician'.,elsticin,elisticin,remove,10,2,,elastician,i,a,elisticin,elsticin,False,0.8888888888888888,Final,"{
  ""p_answer"": ""eli stici n""
}",Remove 'a' after 'i' in el a stici a n.,remove
Remove 'o' after 'i' in 'ino'.,in,in,remove,3,1,,ino,i,o,in,in,True,1.0,Final,"{
  ""p_answer"": ""in ""
}",Remove 'o' after 'i' in in o .,remove
Remove 'u' after 'i' in 'sui'.,si,si,remove,3,1,,sui,i,u,si,si,True,1.0,Final,"{
  ""p_answer"": ""si""
}",Remove 'u' after 'i' in s u i.,remove
Remove 'b' after 'h' in 'leatherbark'.,leatherark,leatherark,remove,11,4,,leatherbark,h,b,leatherark,leatherark,True,1.0,Final,"{
  ""p_answer"": ""leath er ark""
}",Remove 'b' after 'h' in leather b ark.,remove
Remove 'o' after 'i' in 'oii'.,ii,ii,remove,3,1,,oii,i,o,ii,ii,True,1.0,Final,"{
  ""p_answer"": ""ii""
}",Remove 'o' after 'i' in  o ii.,remove
Remove 'g' after 'i' in 'dogtoothing'.,dogtoothin,dotoothin,remove,11,4,,dogtoothing,i,g,dotoothin,dogtoothin,False,0.9,Final,"{
  ""p_answer"": ""do toothin ""
}",Remove 'g' after 'i' in do g toothin g .,remove
Remove 'e' after 's' in 'ambosexual'.,ambosxual,ambosual,remove,10,2,,ambosexual,s,e,ambosual,ambosxual,False,0.8888888888888888,Final,"{
  ""p_answer"": ""ambosual""
}",Remove 'e' after 's' in ambos e xual.,remove
Remove 'm' after 'c' in 'cementum'.,ceentum,centu,remove,8,4,,cementum,c,m,centu,ceentum,False,0.7142857142857143,Final,"{
  ""p_answer"": ""ce ntu""
}",Remove 'm' after 'c' in ce m entu m .,remove
Remove 'c' after 'n' in 'arthrobranch'.,arthrobranh,arthrobranh,remove,12,4,,arthrobranch,n,c,arthrobranh,arthrobranh,True,1.0,Final,"{
  ""p_answer"": ""arthrobran h""
}",Remove 'c' after 'n' in arthrobran c h.,remove
Remove 'o' after 'i' in 'fasciola'.,fascila,fascila,remove,8,2,,fasciola,i,o,fascila,fascila,True,1.0,Final,"{
  ""p_answer"": ""fasci la""
}",Remove 'o' after 'i' in fasci o la.,remove
Remove 'r' after 'c' in 'corngrower'.,congrower,congower,remove,10,4,,corngrower,c,r,congower,congrower,False,0.8888888888888888,Final,"{
  ""p_answer"": ""co ng ow er""
}",Remove 'r' after 'c' in co r ng r owe r .,remove
Remove 's' after 'r' in 'ocherish'.,ocherih,ocherih,remove,8,2,,ocherish,r,s,ocherih,ocherih,True,1.0,Final,"{
  ""p_answer"": ""ocheri h""
}",Remove 's' after 'r' in ocheri s h.,remove
Remove 'm' after 'h' in 'shrimpishness'.,shripishness,shripishness,remove,13,4,,shrimpishness,h,m,shripishness,shripishness,True,1.0,Final,"{
  ""p_answer"": ""shri pishness""
}",Remove 'm' after 'h' in shri m pishness.,remove
Remove 'i' after 'b' in 'bactritoid'.,bactrtoid,bactr,remove,10,3,,bactritoid,b,i,bactr,bactrtoid,False,0.5555555555555556,Final,"{
  ""p_answer"": ""bactr ""
}",Remove 'i' after 'b' in bactr i to i d.,remove
Remove 'a' after 'c' in 'chogak'.,chogk,chogk,remove,6,3,,chogak,c,a,chogk,chogk,True,1.0,Final,"{
  ""p_answer"": ""cho g k""
}",Remove 'a' after 'c' in chog a k.,remove
Remove 'n' after 'e' in 'paraglycogen'.,paraglycoge,paraglycoge,remove,12,3,,paraglycogen,e,n,paraglycoge,paraglycoge,True,1.0,Final,"{
  ""p_answer"": ""paraglycoge ""
}",Remove 'n' after 'e' in paraglycoge n .,remove
Remove 'a' after 'i' in 'sia'.,si,si,remove,3,1,,sia,i,a,si,si,True,1.0,Final,"{
  ""p_answer"": ""si ""
}",Remove 'a' after 'i' in si a .,remove
Remove 'e' after 'u' in 'ure'.,ur,uru,remove,3,1,,ure,u,e,uru,ur,False,0.6666666666666667,Final,"{
  ""p_answer"": ""uru ""
}",Remove 'e' after 'u' in ur e .,remove
Remove 'e' after 'l' in 'overly'.,ovrly,ovrly,remove,6,2,,overly,l,e,ovrly,ovrly,True,1.0,Final,"{
  ""p_answer"": ""ov rly""
}",Remove 'e' after 'l' in ov e rly.,remove
Remove 'c' after 'r' in 'acrotic'.,acroti,aroti,remove,7,4,,acrotic,r,c,aroti,acroti,False,0.8333333333333334,Final,"{
  ""p_answer"": ""a roti ""
}",Remove 'c' after 'r' in a c roti c .,remove
Remove 'i' after 'a' in 'metatatically'.,metatatcally,metatatcally,remove,13,2,,metatatically,a,i,metatatcally,metatatcally,True,1.0,Final,"{
  ""p_answer"": ""metatat cally""
}",Remove 'i' after 'a' in metatat i cally.,remove
Remove 'a' after 'o' in 'ona'.,on,on,remove,3,1,,ona,o,a,on,on,True,1.0,Final,"{
  ""p_answer"": ""on ""
}",Remove 'a' after 'o' in on a .,remove
Remove 'e' after 'l' in 'latidentate'.,latidntate,latidntat,remove,11,3,,latidentate,l,e,latidntat,latidntate,False,0.9,Final,"{
  ""p_answer"": ""latid ntat ""
}",Remove 'e' after 'l' in latid e ntat e .,remove
Remove 'r' after 'o' in 'scowlproof'.,scowlpoof,scowlpoof,remove,10,2,,scowlproof,o,r,scowlpoof,scowlpoof,True,1.0,Final,"{
  ""p_answer"": ""scowlp oof""
}",Remove 'r' after 'o' in scowlp r oof.,remove
Remove 'g' after 'u' in 'unorganical'.,unoranical,unornical,remove,11,4,,unorganical,u,g,unornical,unoranical,False,0.9,Final,"{
  ""p_answer"": ""unor nical""
}",Remove 'g' after 'u' in unor g anical.,remove
Remove 'b' after 'l' in 'lynchable'.,lynchale,lynchale,remove,9,4,,lynchable,l,b,lynchale,lynchale,True,1.0,Final,"{
  ""p_answer"": ""lyncha le""
}",Remove 'b' after 'l' in lyncha b le.,remove
Remove 'u' after 'h' in 'cephalotaceous'.,cephalotaceos,cephalotaceos,remove,14,4,,cephalotaceous,h,u,cephalotaceos,cephalotaceos,True,1.0,Final,"{
  ""p_answer"": ""cephalotaceo s""
}",Remove 'u' after 'h' in cephalotaceo u s.,remove
Remove 'i' after 'l' in 'barytophyllite'.,barytophyllte,barotyphyllete,remove,14,3,,barytophyllite,l,i,barotyphyllete,barytophyllte,False,0.7857142857142857,Final,"{
  ""p_answer"": ""barotyphyll e te""
}",Remove 'i' after 'l' in barytophyll i te.,remove
Remove 'o' after 'a' in 'oda'.,da,da,remove,3,1,,oda,a,o,da,da,True,1.0,Final,"{
  ""p_answer"": ""da""
}",Remove 'o' after 'a' in  o da.,remove
Remove 'e' after 'm' in 'hygrometric'.,hygromtric,hygromtric,remove,11,4,,hygrometric,m,e,hygromtric,hygromtric,True,1.0,Final,"{
  ""p_answer"": ""hygrom tric""
}",Remove 'e' after 'm' in hygrom e tric.,remove
Remove 'y' after 'u' in 'timeously'.,timeousl,timousl,remove,9,4,,timeously,u,y,timousl,timeousl,False,0.875,Final,"{
  ""p_answer"": ""timousl""
}",Remove 'y' after 'u' in timeousl y .,remove
Remove 'i' after 's' in 'indeclinableness'.,ndeclnableness,sdeclnableness,remove,16,3,,indeclinableness,s,i,sdeclnableness,ndeclnableness,False,0.9285714285714286,Final,"{
  ""p_answer"": ""sdecl nableness""
}",Remove 'i' after 's' in  i ndecl i nableness.,remove
Remove 'e' after 'h' in 'peesash'.,pesash,psash,remove,7,3,,peesash,h,e,psash,pesash,False,0.8333333333333334,Final,"{
  ""p_answer"": ""p sash""
}",Remove 'e' after 'h' in p e  e sash.,remove
Remove 'n' after 'f' in 'fishiness'.,fishiess,fishiess,remove,9,4,,fishiness,f,n,fishiess,fishiess,True,1.0,Final,"{
  ""p_answer"": ""fishi ess""
}",Remove 'n' after 'f' in fishi n ess.,remove
Remove 'p' after 'a' in 'snap'.,sna,sna,remove,4,2,,snap,a,p,sna,sna,True,1.0,Final,"{
  ""p_answer"": ""sna ""
}",Remove 'p' after 'a' in sna p .,remove
Remove 'a' after 'e' in 'atremata'.,atremta,tremt,remove,8,2,,atremata,e,a,tremt,atremta,False,0.7142857142857143,Final,"{
  ""p_answer"": ""trem t ""
}",Remove 'a' after 'e' in  a trem a t a .,remove
Remove 'o' after 'n' in 'clintonite'.,clintnite,clintnite,remove,10,2,,clintonite,n,o,clintnite,clintnite,True,1.0,Final,"{
  ""p_answer"": ""clint nite""
}",Remove 'o' after 'n' in clint o nite.,remove
Remove 'e' after 'a' in 'ale'.,al,al,remove,3,1,,ale,a,e,al,al,True,1.0,Final,"{
  ""p_answer"": ""al ""
}",Remove 'e' after 'a' in al e .,remove
Remove 'b' after 'm' in 'semiburrowing'.,semiurrowing,semiurrowing,remove,13,4,,semiburrowing,m,b,semiurrowing,semiurrowing,True,1.0,Final,"{
  ""p_answer"": ""semi urrowing""
}",Remove 'b' after 'm' in semi b urrowing.,remove
Remove 's' after 'e' in 'clothesline'.,clotheline,clothe,remove,11,3,,clothesline,e,s,clothe,clotheline,False,0.6,Final,"{
  ""p_answer"": ""clothe""
}",Remove 's' after 'e' in clothe s line.,remove
Remove 'n' after 'g' in 'planching'.,plaching,plaching,remove,9,4,,planching,g,n,plaching,plaching,True,1.0,Final,"{
  ""p_answer"": ""pla chi ng""
}",Remove 'n' after 'g' in pla n chi n g.,remove
Remove 'k' after 'a' in 'rankwise'.,ranwise,ranwise,remove,8,4,,rankwise,a,k,ranwise,ranwise,True,1.0,Final,"{
  ""p_answer"": ""ran wise""
}",Remove 'k' after 'a' in ran k wise.,remove
Remove 'a' after 'i' in 'ila'.,il,il,remove,3,1,,ila,i,a,il,il,True,1.0,Final,"{
  ""p_answer"": ""il ""
}",Remove 'a' after 'i' in il a .,remove
Remove 'c' after 'e' in 'compendency'.,ompendeny,eppendeny,remove,11,4,,compendency,e,c,eppendeny,ompendeny,False,0.7777777777777778,Final,"{
  ""p_answer"": ""eppenden y""
}",Remove 'c' after 'e' in  c ompenden c y.,remove
Remove 'c' after 'i' in 'muriatic'.,muriati,muriati,remove,8,3,,muriatic,i,c,muriati,muriati,True,1.0,Final,"{
  ""p_answer"": ""muriati ""
}",Remove 'c' after 'i' in muriati c .,remove
Remove 's' after 'v' in 'chauvinism'.,chauvinim,chauni,remove,10,4,,chauvinism,v,s,chauni,chauvinim,False,0.6666666666666667,Final,"{
  ""p_answer"": ""chauni ""
}",Remove 's' after 'v' in chauvini s m.,remove
Remove 'n' after 's' in 'preconcertedness'.,precocertedess,precocertedess,remove,16,4,,preconcertedness,s,n,precocertedess,precocertedess,True,1.0,Final,"{
  ""p_answer"": ""preco certed ess""
}",Remove 'n' after 's' in preco n certed n ess.,remove
Remove 'i' after 'a' in 'diacritical'.,dacrtical,daacrtcal,remove,11,2,,diacritical,a,i,daacrtcal,dacrtical,False,0.7777777777777778,Final,"{
  ""p_answer"": ""daacr tcal""
}",Remove 'i' after 'a' in d i acr i t i cal.,remove
Remove 'c' after 'u' in 'unicolor'.,uniolor,uniolor,remove,8,3,,unicolor,u,c,uniolor,uniolor,True,1.0,Final,"{
  ""p_answer"": ""un i olor""
}",Remove 'c' after 'u' in uni c olor.,remove
Remove 'r' after 'c' in 'coronion'.,coonion,cononion,remove,8,4,,coronion,c,r,cononion,coonion,False,0.875,Final,"{
  ""p_answer"": ""co n onion""
}",Remove 'r' after 'c' in co r onion.,remove
Remove 'm' after 'u' in 'externum'.,externu,extrnu,remove,8,3,,externum,u,m,extrnu,externu,False,0.8571428571428572,Final,"{
  ""p_answer"": ""extrnu ""
}",Remove 'm' after 'u' in externu m .,remove
Remove 'a' after 'n' in 'costispinal'.,costispinl,costispinl,remove,11,3,,costispinal,n,a,costispinl,costispinl,True,1.0,Final,"{
  ""p_answer"": ""costispin l""
}",Remove 'a' after 'n' in costispin a l.,remove
Remove 'o' after 'r' in 'enteromycosis'.,entermycosis,entremycsis,remove,13,3,,enteromycosis,r,o,entremycsis,entermycosis,False,0.75,Final,"{
  ""p_answer"": ""entre myc sis""
}",Remove 'o' after 'r' in enter o myc o sis.,remove
Remove 'r' after 'n' in 'fermenter'.,fermente,femente,remove,9,3,,fermenter,n,r,femente,fermente,False,0.875,Final,"{
  ""p_answer"": ""f e m ente""
}",Remove 'r' after 'n' in fe r mente r .,remove
Remove 'r' after 'u' in 'untrussing'.,untussing,untussing,remove,10,2,,untrussing,u,r,untussing,untussing,True,1.0,Final,"{
  ""p_answer"": ""unt ussing""
}",Remove 'r' after 'u' in unt r ussing.,remove
Remove 'i' after 'v' in 'deceivability'.,deceivablity,decevablty,remove,13,4,,deceivability,v,i,decevablty,deceivablity,False,0.8333333333333334,Final,"{
  ""p_answer"": ""dece vab l ty""
}",Remove 'i' after 'v' in dece i vab i l i ty.,remove
Remove 'r' after 'i' in 'competitor'.,competito,compeito,remove,10,2,,competitor,i,r,compeito,competito,False,0.8888888888888888,Final,"{
  ""p_answer"": ""compeito""
}",Remove 'r' after 'i' in competito r .,remove
Remove 'f' after 's' in 'stuffer'.,stufer,stufer,remove,7,4,,stuffer,s,f,stufer,stufer,True,1.0,Final,"{
  ""p_answer"": ""stu f er""
}",Remove 'f' after 's' in stu f  f er.,remove
Remove 'c' after 'o' in 'watchdog'.,wathdog,wathdog,remove,8,3,,watchdog,o,c,wathdog,wathdog,True,1.0,Final,"{
  ""p_answer"": ""wat hdog""
}",Remove 'c' after 'o' in wat c hdog.,remove
Remove 'g' after 'i' in 'willingness'.,willinness,williness,remove,11,4,,willingness,i,g,williness,willinness,False,0.9,Final,"{
  ""p_answer"": ""willin ess""
}",Remove 'g' after 'i' in willin g ness.,remove
Remove 'o' after 'e' in 'ole'.,le,le,remove,3,1,,ole,e,o,le,le,True,1.0,Final,"{
  ""p_answer"": ""le""
}",Remove 'o' after 'e' in  o le.,remove
Remove 'e' after 'd' in 'dorsocentral'.,dorsocntral,dorsocntral,remove,12,4,,dorsocentral,d,e,dorsocntral,dorsocntral,True,1.0,Final,"{
  ""p_answer"": ""dorsoc ntral""
}",Remove 'e' after 'd' in dorsoc e ntral.,remove
Remove 'e' after 'l' in 'auriculare'.,auricular,auriculr,remove,10,2,,auriculare,l,e,auriculr,auricular,False,0.8888888888888888,Final,"{
  ""p_answer"": ""auriculr ""
}",Remove 'e' after 'l' in auricular e .,remove
Remove 'e' after 'n' in 'cinchonamine'.,cinchonamin,cinchnamin,remove,12,3,,cinchonamine,n,e,cinchnamin,cinchonamin,False,0.9090909090909091,Final,"{
  ""p_answer"": ""cinchnamin ""
}",Remove 'e' after 'n' in cinchonamin e .,remove
Remove 'g' after 'e' in 'roamage'.,roamae,roamae,remove,7,3,,roamage,e,g,roamae,roamae,True,1.0,Final,"{
  ""p_answer"": ""roama e""
}",Remove 'g' after 'e' in roama g e.,remove
Remove 'o' after 'a' in 'hydroaviation'.,hydraviatin,hydraviati,remove,13,2,,hydroaviation,a,o,hydraviati,hydraviatin,False,0.9090909090909091,Final,"{
  ""p_answer"": ""hydraviati""
}",Remove 'o' after 'a' in hydr o aviati o n.,remove
Remove 'e' after 'o' in 'owe'.,ow,ow,remove,3,1,,owe,o,e,ow,ow,True,1.0,Final,"{
  ""p_answer"": ""ow ""
}",Remove 'e' after 'o' in ow e .,remove
Remove 'e' after 'r' in 'slatemaker'.,slatmaker,slatmakr,remove,10,2,,slatemaker,r,e,slatmakr,slatmaker,False,0.8888888888888888,Final,"{
  ""p_answer"": ""slat mak r""
}",Remove 'e' after 'r' in slat e mak e r.,remove
Remove 'a' after 'i' in 'spisula'.,spisul,spisul,remove,7,2,,spisula,i,a,spisul,spisul,True,1.0,Final,"{
  ""p_answer"": ""spisul ""
}",Remove 'a' after 'i' in spisul a .,remove
Remove 'e' after 'r' in 'headmistress'.,headmistrss,hadmistrss,remove,12,3,,headmistress,r,e,hadmistrss,headmistrss,False,0.9090909090909091,Final,"{
  ""p_answer"": ""h admistr ss""
}",Remove 'e' after 'r' in h e admistr e ss.,remove
Remove 'i' after 'n' in 'buttinsky'.,buttnsky,buttnsky,remove,9,2,,buttinsky,n,i,buttnsky,buttnsky,True,1.0,Final,"{
  ""p_answer"": ""butt nsky""
}",Remove 'i' after 'n' in butt i nsky.,remove
